"Respondent","OpSys"
71229,"Windows"
71234,"Linux-based"
71264,"Linux-based"
71269,"Windows"
71274,"Windows"
71279,"Windows"
71288,"Linux-based"
71296,"Windows"
71302,"MacOS"
71306,"Windows"
71325,"Windows"
71327,"Linux-based"
71339,"Windows"
71343,"Linux-based"
71351,"Windows"
71356,"Linux-based"
71359,"MacOS"
71374,"Linux-based"
71379,"Linux-based"
71385,"Linux-based"
71386,"Windows"
71389,"Windows"
71398,"Windows"
71409,"MacOS"
71411,"Windows"
71412,"Linux-based"
71425,"Windows"
71426,"Windows"
71429,"MacOS"
71430,"Windows"
71439,"Windows"
71443,"Linux-based"
71444,"Windows"
71447,"Linux-based"
71466,"Windows"
71471,"Linux-based"
71473,"Windows"
71487,"Windows"
71491,"Windows"
71492,"Linux-based"
71496,"Linux-based"
71502,"Windows"
71509,"Linux-based"
71515,"Windows"
71520,"Windows"
71523,"Windows"
71524,"Windows"
71537,"Windows"
71549,"Windows"
71557,"Windows"
71572,"Windows"
71580,"MacOS"
71581,"Windows"
71585,"Linux-based"
71591,"Windows"
71598,"Linux-based"
71602,"MacOS"
71607,"Linux-based"
71622,"MacOS"
71632,"Windows"
71643,"MacOS"
71650,"Linux-based"
71661,"Linux-based"
71663,"Windows"
71664,"MacOS"
71674,"Linux-based"
71675,"Linux-based"
71682,"MacOS"
71685,"Linux-based"
71699,"MacOS"
71700,"Windows"
71716,"Linux-based"
71719,"Linux-based"
71728,"Linux-based"
71729,"Linux-based"
71730,"MacOS"
71733,"MacOS"
71734,"MacOS"
71742,"Windows"
71746,"Windows"
71747,"Windows"
71757,"Windows"
71766,"MacOS"
71780,"Windows"
71790,"Linux-based"
71791,"Linux-based"
71792,"Linux-based"
71798,"Windows"
71809,"Windows"
71815,"Linux-based"
71828,"Linux-based"
71831,"Linux-based"
71838,"Linux-based"
71841,"Linux-based"
71846,"Windows"
71851,"MacOS"
71852,"Linux-based"
71853,"MacOS"
71854,"Windows"
71860,"Windows"
71870,"Windows"
71871,"MacOS"
71878,"Linux-based"
71902,"Windows"
71904,"Windows"
71915,"Windows"
71931,"Windows"
71941,"MacOS"
71943,"MacOS"
71949,"Windows"
71952,"Linux-based"
71963,"Windows"
71972,"Windows"
71980,"Windows"
71982,"MacOS"
71988,"Linux-based"
71992,"Windows"
71995,"Windows"
72010,"Linux-based"
72012,"Windows"
72026,"MacOS"
72039,"Windows"
72063,"Windows"
72064,"Windows"
72068,"Linux-based"
72077,"Windows"
72083,"Windows"
72092,"Windows"
72108,NA
72112,"Windows"
72124,"Linux-based"
72129,"Linux-based"
72137,"Windows"
72138,"Windows"
72139,"Windows"
72141,NA
72155,"Windows"
72160,"Windows"
72164,"MacOS"
72173,"MacOS"
72175,"Windows"
72182,"Linux-based"
72184,"Windows"
72195,"MacOS"
72209,"Windows"
72217,"Windows"
72245,"Linux-based"
72252,"Windows"
72253,"Windows"
72256,"Windows"
72267,"Windows"
72272,"Linux-based"
72273,"MacOS"
72280,"Linux-based"
72285,"MacOS"
72311,"Windows"
72314,"Windows"
72318,"Windows"
72319,"Linux-based"
72321,"Windows"
72327,"Windows"
72333,"Windows"
72340,"Linux-based"
72341,"Windows"
72344,"Linux-based"
72345,"Linux-based"
72351,"Linux-based"
72356,"Windows"
72362,"MacOS"
72372,"Linux-based"
72377,"Windows"
72380,"Windows"
72383,"Windows"
72384,"Windows"
72393,"Linux-based"
72399,"Windows"
72402,"Windows"
72406,"Windows"
72408,"MacOS"
72411,"Windows"
72414,"Windows"
72421,"Linux-based"
72422,"Linux-based"
72444,"Linux-based"
72461,"Windows"
72466,"Linux-based"
72475,"Linux-based"
72477,"MacOS"
72501,"Linux-based"
72503,"Windows"
72507,"Linux-based"
72509,"Linux-based"
72515,"Windows"
72521,"Linux-based"
72545,"MacOS"
72548,"Linux-based"
72550,"MacOS"
72552,"Windows"
72564,"Windows"
72565,"MacOS"
72577,"Linux-based"
72579,"MacOS"
72589,"Linux-based"
72591,"Linux-based"
72596,"Linux-based"
72597,"Windows"
72603,"Linux-based"
72605,"Windows"
72607,"MacOS"
72610,"Linux-based"
72613,"Windows"
72623,"MacOS"
72631,"Windows"
72633,"Windows"
72641,"Linux-based"
72651,"Windows"
72667,"Linux-based"
72684,"Linux-based"
72698,"Windows"
72702,"Windows"
72705,"Linux-based"
72706,"Windows"
72714,"MacOS"
72726,"Windows"
72729,"Windows"
72735,"Windows"
72740,"Windows"
72761,"Windows"
72762,"Linux-based"
72765,"Windows"
72784,"MacOS"
72788,"MacOS"
72797,"Windows"
72804,"Windows"
72809,"Linux-based"
72814,"Windows"
72825,"Windows"
72834,"Windows"
72835,"MacOS"
72860,"Linux-based"
72866,"Linux-based"
72879,"Windows"
72890,"MacOS"
72892,"Windows"
72907,"Windows"
72935,"MacOS"
72936,"Linux-based"
72937,"Windows"
72940,"MacOS"
72945,"Linux-based"
72952,"Windows"
72957,"Linux-based"
72970,"MacOS"
72973,"MacOS"
73000,"Windows"
73001,"Windows"
73004,"Windows"
73008,"MacOS"
73014,"Linux-based"
73016,"Windows"
73029,"Windows"
73033,"MacOS"
73037,"Windows"
73038,"Windows"
73042,"MacOS"
73043,"MacOS"
73045,"Linux-based"
73046,"Linux-based"
73051,"Linux-based"
73065,"Windows"
73073,"MacOS"
73077,"Windows"
73079,NA
73082,"Linux-based"
73084,"Linux-based"
73099,"Windows"
73106,"MacOS"
73108,"MacOS"
73110,"Windows"
73121,"MacOS"
73126,"Linux-based"
73131,"Windows"
73138,"Linux-based"
73149,"Linux-based"
73153,"Windows"
73158,"MacOS"
73159,"MacOS"
73162,"Windows"
73164,"MacOS"
73165,"Windows"
73167,"MacOS"
73171,"Windows"
73173,"MacOS"
73182,"Linux-based"
73183,"MacOS"
73190,"MacOS"
73193,"Windows"
73203,"MacOS"
73205,"Windows"
73209,"Windows"
73210,"Windows"
73215,"MacOS"
73221,"Windows"
73227,"Linux-based"
73231,"MacOS"
73238,"Linux-based"
73252,"Linux-based"
73254,"Windows"
73264,"Windows"
73267,NA
73269,"MacOS"
73270,"Windows"
73285,"Windows"
73297,"Linux-based"
73300,"Windows"
73304,"Linux-based"
73305,"Linux-based"
73310,"Windows"
73311,"MacOS"
73316,"Linux-based"
73318,"Windows"
73322,"Windows"
73332,"Windows"
73333,"Windows"
73344,"Windows"
73346,"Linux-based"
73347,"Windows"
73349,"Windows"
73373,"Windows"
73381,"Linux-based"
73386,"Windows"
73387,"MacOS"
73400,"Windows"
73402,"Windows"
73420,"Linux-based"
73422,"Linux-based"
73427,"Linux-based"
73429,"Windows"
73432,"Windows"
73436,"Linux-based"
73447,"MacOS"
73448,"Windows"
73449,"Linux-based"
73450,"MacOS"
73452,"Linux-based"
73457,"Windows"
73458,"Windows"
73460,"Windows"
73461,"Linux-based"
73463,"Windows"
73464,"MacOS"
73470,"Windows"
73474,"Linux-based"
73477,"Windows"
73478,"Windows"
73493,"Windows"
73494,"Windows"
73510,"MacOS"
73517,"MacOS"
73525,"Windows"
73535,"Linux-based"
73543,"Linux-based"
73549,"Windows"
73556,"Windows"
73557,"Linux-based"
73576,"MacOS"
73578,"Windows"
73584,"Windows"
73586,"MacOS"
73587,"MacOS"
73588,"Linux-based"
73597,"Windows"
73604,"Linux-based"
73611,"MacOS"
73612,"Linux-based"
73614,"Linux-based"
73622,"MacOS"
73637,"Linux-based"
73642,"Windows"
73644,"Windows"
73648,"MacOS"
73652,"Windows"
73654,"MacOS"
73656,"Linux-based"
73665,"MacOS"
73673,NA
73687,"MacOS"
73703,"MacOS"
73709,"MacOS"
73722,"Windows"
73727,"MacOS"
73732,"Linux-based"
73735,"Windows"
73740,"Linux-based"
73742,"Windows"
73743,"Windows"
73747,"Linux-based"
73749,"Windows"
73750,"MacOS"
73755,"Windows"
73763,"Windows"
73765,"Linux-based"
73772,"Windows"
73778,"Windows"
73781,"Windows"
73783,NA
73788,"Linux-based"
73803,"MacOS"
73807,"Windows"
73815,"Linux-based"
73823,"Windows"
73827,"Linux-based"
73839,"Windows"
73850,"Windows"
73853,"Windows"
73859,"Windows"
73872,"Windows"
73876,"Linux-based"
73886,"Windows"
73891,"MacOS"
73900,"Windows"
73903,"Windows"
73910,"MacOS"
73913,"Linux-based"
73918,"MacOS"
73932,"MacOS"
73957,"Linux-based"
73962,"Linux-based"
73972,"Linux-based"
73979,"Linux-based"
73989,"Windows"
73990,"Linux-based"
73993,"Windows"
73995,"Linux-based"
74006,"Windows"
74019,"Linux-based"
74021,"Windows"
74041,"Windows"
74042,"Linux-based"
74051,"Linux-based"
74056,"MacOS"
74057,"MacOS"
74063,"Linux-based"
74064,"Windows"
74069,"Windows"
74070,"Windows"
74074,"MacOS"
74083,"MacOS"
74085,"Windows"
74093,"MacOS"
74099,"Windows"
74101,"Linux-based"
74111,"Windows"
74123,"Windows"
74127,"Linux-based"
74140,"Windows"
74149,"Windows"
74153,"Linux-based"
74168,"Linux-based"
74171,"Windows"
74173,"Windows"
74174,"Linux-based"
74187,"Windows"
74188,"Windows"
74198,"Linux-based"
74206,"Windows"
74208,"Linux-based"
74213,"Windows"
74218,"Windows"
74225,"Windows"
74241,"MacOS"
74275,"Windows"
74277,"MacOS"
74286,"Windows"
74297,"Windows"
74303,"Windows"
74306,"BSD"
74310,"Linux-based"
74314,"MacOS"
74317,"MacOS"
74322,"Windows"
74328,"Windows"
74329,"Linux-based"
74333,"Linux-based"
74334,"Linux-based"
74336,"Windows"
74345,"Windows"
74346,"MacOS"
74352,"Windows"
74357,"Linux-based"
74363,"MacOS"
74365,"Windows"
74385,"Linux-based"
74403,"Windows"
74404,"MacOS"
74408,"Windows"
74414,"Windows"
74424,"Linux-based"
74425,"Linux-based"
74428,"Linux-based"
74433,"Windows"
74440,"Linux-based"
74441,"Windows"
74447,"Windows"
74463,"Windows"
74465,"Linux-based"
74468,"Linux-based"
74470,"MacOS"
74473,"Linux-based"
74481,"MacOS"
74489,"Windows"
74501,"Windows"
74514,"Linux-based"
74520,"Linux-based"
74523,"Linux-based"
74541,"Linux-based"
74546,"Linux-based"
74551,"Linux-based"
74553,"MacOS"
74557,"Windows"
74559,"Linux-based"
74561,"Linux-based"
74563,"Linux-based"
74575,"Linux-based"
74576,"Windows"
74591,"Windows"
74602,"MacOS"
74612,"Linux-based"
74613,"Windows"
74615,"Windows"
74617,"Linux-based"
74618,"Windows"
74628,"MacOS"
74629,"Windows"
74635,"Windows"
74641,"Windows"
74650,"Windows"
74656,"Linux-based"
74659,"MacOS"
74661,"Linux-based"
74672,"Windows"
74675,"MacOS"
74708,"Linux-based"
74714,"Linux-based"
74721,"Windows"
74733,"Windows"
74736,"MacOS"
74740,"Windows"
74768,"Linux-based"
74769,"Windows"
74777,"Linux-based"
74779,"MacOS"
74780,"Windows"
74783,"Linux-based"
74784,"MacOS"
74785,"Windows"
74795,"Linux-based"
74797,"MacOS"
74812,"Windows"
74813,"Windows"
74814,"MacOS"
74826,"Windows"
74842,"Windows"
74850,"Linux-based"
74853,"Windows"
74864,"Windows"
74867,"MacOS"
74871,"Linux-based"
74874,"Linux-based"
74877,"MacOS"
74890,"Windows"
74891,"MacOS"
74903,"Windows"
74907,"Linux-based"
74912,"Linux-based"
74915,"Linux-based"
74918,"Windows"
74930,"Linux-based"
74933,"Windows"
74945,"Linux-based"
74947,"MacOS"
74951,NA
74956,"Windows"
74957,"Windows"
74962,"Linux-based"
74964,"Linux-based"
74972,"Windows"
74973,"Windows"
74982,"Windows"
74989,"MacOS"
75004,"MacOS"
75009,"Windows"
75012,"Windows"
75013,"Windows"
75017,"Linux-based"
75020,"Windows"
75022,"Linux-based"
75029,"MacOS"
75033,"Linux-based"
75045,"Windows"
75049,"Linux-based"
75054,"Windows"
75055,"Linux-based"
75056,"Windows"
75078,"MacOS"
75091,"Linux-based"
75098,"Windows"
75105,"Windows"
75107,"Windows"
75112,"MacOS"
75113,"Windows"
75116,"MacOS"
75127,"MacOS"
75132,"MacOS"
75134,"Linux-based"
75142,"Windows"
75145,"Windows"
75147,"Linux-based"
75153,"MacOS"
75166,"Windows"
75175,"Windows"
75184,"MacOS"
75193,"Linux-based"
75197,"MacOS"
75199,"Windows"
75201,"Linux-based"
75209,"MacOS"
75230,"Windows"
75246,"Linux-based"
75252,"MacOS"
75260,"MacOS"
75261,"Windows"
75266,"Linux-based"
75282,"Linux-based"
75284,"Linux-based"
75287,"Windows"
75289,"MacOS"
75294,"MacOS"
75332,"Windows"
75343,"MacOS"
75374,"MacOS"
75397,"MacOS"
75398,"MacOS"
75404,"Windows"
75411,"Linux-based"
75432,"Linux-based"
75440,"Windows"
75445,"MacOS"
75455,"Windows"
75456,"Linux-based"
75457,"Windows"
75471,"MacOS"
75482,"Windows"
75484,"Windows"
75485,"MacOS"
75497,"MacOS"
75515,"Windows"
75516,"MacOS"
75524,"MacOS"
75532,"Linux-based"
75555,"Windows"
75556,"MacOS"
75563,"Windows"
75568,"Linux-based"
75576,"Windows"
75578,"MacOS"
75584,"Windows"
75586,NA
75588,"Windows"
75596,"Windows"
75619,"Linux-based"
75631,"Linux-based"
75636,"Linux-based"
75637,"Windows"
75644,"Windows"
75656,"Linux-based"
75661,"MacOS"
75664,"Windows"
75669,"MacOS"
75674,"Windows"
75685,"Linux-based"
75692,"Linux-based"
75703,"Windows"
75710,"Linux-based"
75713,"Linux-based"
75717,"MacOS"
75732,"MacOS"
75741,"Windows"
75744,"Windows"
75745,"MacOS"
75746,"MacOS"
75754,"Windows"
75772,"MacOS"
75773,"Windows"
75775,"Linux-based"
75786,"MacOS"
75795,"Linux-based"
75803,"Linux-based"
75804,"Windows"
75808,"Linux-based"
75813,"Windows"
75823,"MacOS"
75827,"Windows"
75833,"Linux-based"
75839,"Windows"
75845,"Windows"
75848,"Windows"
75849,"Linux-based"
75858,"MacOS"
75859,"MacOS"
75860,"Windows"
75861,"Windows"
75871,"MacOS"
75872,"Windows"
75884,"Windows"
75896,"Windows"
75898,"Windows"
75910,"Windows"
75911,"Windows"
75916,"Linux-based"
75919,"MacOS"
75928,"Windows"
75931,"Windows"
75948,"Windows"
75953,"Windows"
75956,"Linux-based"
75961,"Linux-based"
75968,"Windows"
75973,"Windows"
75976,"Linux-based"
75989,"Linux-based"
76003,"MacOS"
76007,"Windows"
76022,"MacOS"
76040,"Linux-based"
76041,"MacOS"
76047,"Linux-based"
76048,"Windows"
76052,"Linux-based"
76053,"MacOS"
76067,"Linux-based"
76068,"MacOS"
76074,"Windows"
76076,"Windows"
76086,"Linux-based"
76091,"Linux-based"
76124,"Linux-based"
76126,"Linux-based"
76131,"Windows"
76135,"Linux-based"
76148,"Windows"
76150,"Windows"
76153,"Linux-based"
76160,"Windows"
76163,"MacOS"
76165,"Linux-based"
76169,"Linux-based"
76176,"Windows"
76178,"Windows"
76182,"Windows"
76191,"Windows"
76207,"Windows"
76208,"Windows"
76231,"MacOS"
76234,"MacOS"
76237,"Windows"
76240,"MacOS"
76244,"Linux-based"
76247,"Windows"
76256,"Windows"
76258,"Windows"
76261,"Windows"
76263,"MacOS"
76267,"Linux-based"
76270,"Linux-based"
76276,"Linux-based"
76278,"Windows"
76279,"Linux-based"
76281,"Windows"
76290,"Windows"
76319,"Windows"
76320,"Windows"
76324,"Windows"
76327,"Linux-based"
76328,"Linux-based"
76329,"Windows"
76330,"Windows"
76343,"Linux-based"
76347,"Linux-based"
76352,"Windows"
76359,"MacOS"
76374,NA
76379,"Windows"
76381,"Linux-based"
76383,"Linux-based"
76386,"Linux-based"
76400,"Linux-based"
76419,"Windows"
76427,"Windows"
76428,"MacOS"
76436,"Windows"
76439,"Linux-based"
76445,"Windows"
76455,"Linux-based"
76464,"MacOS"
76472,"MacOS"
76474,"Windows"
76480,"Linux-based"
76493,"Linux-based"
76532,"Linux-based"
76534,"Windows"
76546,"Linux-based"
76548,"Linux-based"
76553,"Windows"
76554,"Windows"
76567,"Windows"
76596,"MacOS"
76598,"Windows"
76603,"Linux-based"
76613,"Windows"
76625,"MacOS"
76657,"MacOS"
76675,"Windows"
76678,"Windows"
76679,"Windows"
76685,"Windows"
76694,"Windows"
76695,"MacOS"
76699,"Linux-based"
76701,"Windows"
76709,"Linux-based"
76732,"Windows"
76735,"Windows"
76737,"Linux-based"
76740,"Windows"
76744,"Linux-based"
76745,"Linux-based"
76748,"MacOS"
76749,"MacOS"
76754,"Windows"
76761,"Windows"
76765,"MacOS"
76766,"Linux-based"
76767,"MacOS"
76769,"Linux-based"
76785,"Linux-based"
76786,"Windows"
76794,"Windows"
76809,"Windows"
76810,"Windows"
76817,"MacOS"
76819,"Linux-based"
76820,NA
76821,"Windows"
76823,"MacOS"
76826,"MacOS"
76834,"Linux-based"
76838,"Linux-based"
76846,"Windows"
76864,"Windows"
76871,"Linux-based"
76872,"Windows"
76890,"Windows"
76898,"Windows"
76913,"Windows"
76917,"Windows"
76922,"MacOS"
76932,"Windows"
76936,"Windows"
76944,"MacOS"
76947,"Windows"
76948,"MacOS"
76951,"Linux-based"
76952,"Linux-based"
76964,"Windows"
76967,"Linux-based"
76971,"MacOS"
77002,"MacOS"
77005,"Windows"
77010,"Windows"
77019,"MacOS"
77031,"Windows"
77040,"MacOS"
77045,"Windows"
77047,"Windows"
77053,"Linux-based"
77059,"MacOS"
77074,"MacOS"
77075,"Linux-based"
77088,"Linux-based"
77106,"MacOS"
77110,"Linux-based"
77115,"Linux-based"
77124,"Linux-based"
77130,"Windows"
77163,"MacOS"
77169,"MacOS"
77171,"MacOS"
77172,"Linux-based"
77207,"MacOS"
77211,"Windows"
77214,"Linux-based"
77215,"MacOS"
77226,"Windows"
77230,"Windows"
77239,"Windows"
77261,"Windows"
77268,"MacOS"
77271,"MacOS"
77282,"Linux-based"
77283,"Windows"
77288,"Windows"
77311,"Windows"
77315,"Windows"
77334,"Windows"
77343,"Windows"
77346,"Linux-based"
77347,"Linux-based"
77349,"Windows"
77363,"Linux-based"
77373,"Windows"
77377,"MacOS"
77382,"MacOS"
77387,"Windows"
77389,"MacOS"
77390,"Linux-based"
77395,"Windows"
77402,"Linux-based"
77405,"Windows"
77413,"Linux-based"
77418,"MacOS"
77421,"Linux-based"
77430,"Windows"
77432,"Linux-based"
77435,"Windows"
77438,"Linux-based"
77442,"MacOS"
77455,"MacOS"
77460,"Linux-based"
77463,"MacOS"
77468,"Linux-based"
77469,"Windows"
77495,"Linux-based"
77513,"Windows"
77517,"Windows"
77522,"Windows"
77534,"MacOS"
77544,"Windows"
77554,"Linux-based"
77556,"Linux-based"
77558,"Windows"
77560,"Windows"
77576,"MacOS"
77585,"Linux-based"
77589,"MacOS"
77590,"Linux-based"
77607,"Windows"
77613,"MacOS"
77621,"Windows"
77630,"Windows"
77649,"MacOS"
77657,"MacOS"
77660,"Windows"
77662,"Windows"
77677,"Linux-based"
77679,"Windows"
77680,"MacOS"
77683,"Windows"
77689,"Windows"
77694,"Windows"
77697,"MacOS"
77711,"Windows"
77713,"MacOS"
77726,"MacOS"
77734,"Windows"
77747,"Windows"
77764,"MacOS"
77766,"Linux-based"
77796,"Linux-based"
77800,"Linux-based"
77801,"MacOS"
77803,"MacOS"
77805,"MacOS"
77806,"Windows"
77817,"Windows"
77819,"MacOS"
77824,"Linux-based"
77828,"Windows"
77847,"MacOS"
77855,"Windows"
77866,"MacOS"
77870,"Windows"
77873,"Linux-based"
77878,"Windows"
77883,"Windows"
77891,"Windows"
77892,"Linux-based"
77893,"Windows"
77910,"Windows"
77911,"Linux-based"
77927,"Linux-based"
77938,"Linux-based"
77939,"Linux-based"
77942,"MacOS"
77954,"Windows"
77955,"Linux-based"
77971,"Windows"
77974,"MacOS"
77977,"MacOS"
77978,"MacOS"
77982,NA
77986,"MacOS"
78019,"Windows"
78031,"Windows"
78033,"Windows"
78040,"Linux-based"
78050,"Linux-based"
78053,"Windows"
78067,"Linux-based"
78077,"MacOS"
78080,"Windows"
78081,"MacOS"
78082,"Windows"
78083,"Linux-based"
78084,"Windows"
78085,"Linux-based"
78095,"MacOS"
78103,"Windows"
78107,"Linux-based"
78111,"Windows"
78113,"MacOS"
78114,"Linux-based"
78121,"Windows"
78138,"Windows"
78140,"Windows"
78145,"Windows"
78149,"Linux-based"
78150,"MacOS"
78155,"Linux-based"
78158,"Windows"
78168,"Linux-based"
78174,"Windows"
78180,"Windows"
78184,"Windows"
78205,"Windows"
78218,"MacOS"
78224,"Windows"
78231,"Windows"
78241,"Windows"
78243,"Linux-based"
78245,NA
78252,"MacOS"
78253,"Windows"
78254,"Linux-based"
78259,"Windows"
78265,"Windows"
78276,"Windows"
78279,"Linux-based"
78293,"Windows"
78294,"MacOS"
78305,"Linux-based"
78318,"Windows"
78322,"Windows"
78325,"Linux-based"
78331,"Windows"
78333,"Windows"
78337,"Linux-based"
78348,"Linux-based"
78351,"MacOS"
78369,"Linux-based"
78375,"Linux-based"
78381,"Linux-based"
78383,"Windows"
78397,"Linux-based"
78402,NA
78408,"Linux-based"
78451,"Windows"
78452,"Windows"
78471,"Linux-based"
78488,"Windows"
78496,"Windows"
78502,"Windows"
78506,"Linux-based"
78509,"Windows"
78514,"Windows"
78515,"Linux-based"
78523,"Windows"
78527,"MacOS"
78528,"Linux-based"
78530,"Windows"
78533,"MacOS"
78539,"Windows"
78554,"Windows"
78565,"Windows"
78578,"Windows"
78584,"MacOS"
78594,"Linux-based"
78597,"Linux-based"
78603,"Linux-based"
78605,"MacOS"
78609,"Linux-based"
78611,"Windows"
78629,"Linux-based"
78632,"Windows"
78633,"Linux-based"
78649,"MacOS"
78651,"MacOS"
78653,"Windows"
78654,"Linux-based"
78660,"Windows"
78671,"Windows"
78674,"Windows"
78678,"Windows"
78681,"MacOS"
78711,"Linux-based"
78714,"MacOS"
78734,"Windows"
78737,"Windows"
78738,"Windows"
78739,"Linux-based"
78740,"Linux-based"
78742,"Linux-based"
78748,"Linux-based"
78763,"MacOS"
78770,"Windows"
78773,"Linux-based"
78776,"Windows"
78782,"Windows"
78789,"Windows"
78795,"Windows"
78798,"Windows"
78801,"Windows"
78803,"Windows"
78814,"Linux-based"
78816,"Windows"
78821,"Windows"
78834,"MacOS"
78839,"Linux-based"
78872,"Windows"
78873,"MacOS"
78883,"MacOS"
78886,"MacOS"
78902,"Windows"
78906,"Linux-based"
78909,"Windows"
78912,NA
78916,"MacOS"
78930,"MacOS"
78935,"Linux-based"
78940,"Windows"
78960,"Linux-based"
78964,"Linux-based"
78971,"Windows"
78982,"Linux-based"
78984,"MacOS"
78989,"Windows"
78992,"Linux-based"
78994,"Windows"
79010,"MacOS"
79014,"Windows"
79019,"Windows"
79027,"MacOS"
79030,"Windows"
79035,"Linux-based"
79048,"Linux-based"
79050,"Windows"
79054,"Linux-based"
79056,"MacOS"
79057,"Linux-based"
79059,"Windows"
79067,"Windows"
79068,"MacOS"
79071,"Linux-based"
79075,"Windows"
79087,"Linux-based"
79095,"Windows"
79105,"MacOS"
79122,"Windows"
79127,"Windows"
79131,"Linux-based"
79133,NA
79134,"Windows"
79137,"Linux-based"
79147,"Windows"
79150,"MacOS"
79154,"Windows"
79157,"Windows"
79163,"Linux-based"
79176,"Windows"
79182,"Windows"
79190,"MacOS"
79192,"Linux-based"
79196,"MacOS"
79216,"Windows"
79220,"Windows"
79242,"MacOS"
79251,"MacOS"
79254,"Linux-based"
79255,"MacOS"
79268,"MacOS"
79271,"MacOS"
79301,"Linux-based"
79303,"MacOS"
79306,"Windows"
79312,"Linux-based"
79327,"MacOS"
79333,"Linux-based"
79335,"Linux-based"
79340,"Linux-based"
79345,"Linux-based"
79361,"Linux-based"
79362,"MacOS"
79366,"Linux-based"
79367,"MacOS"
79374,"Linux-based"
79376,"Windows"
79385,"MacOS"
79386,"Linux-based"
79393,"Linux-based"
79396,"Windows"
79404,"Windows"
79409,"MacOS"
79420,"Windows"
79431,"Windows"
79445,"Linux-based"
79446,"Linux-based"
79456,"MacOS"
79459,"Linux-based"
79473,"Windows"
79476,"Windows"
79479,"MacOS"
79483,"Windows"
79487,"Windows"
79493,"Windows"
79502,"Linux-based"
79504,"Linux-based"
79508,"Windows"
79512,"Linux-based"
79522,"Windows"
79523,"Windows"
79525,"MacOS"
79526,"Windows"
79532,NA
79533,"Linux-based"
79540,NA
79551,"Linux-based"
79554,"Linux-based"
79559,"MacOS"
79560,"Windows"
79562,"Linux-based"
79563,"Windows"
79585,"MacOS"
79586,"Windows"
79593,"Windows"
79595,"MacOS"
79596,"Windows"
79602,"Windows"
79623,"MacOS"
79627,"Windows"
79629,"MacOS"
79640,"Windows"
79644,"Windows"
79652,"Linux-based"
79663,"Windows"
79665,"Windows"
79666,"Linux-based"
79674,"Windows"
79686,"Windows"
79688,"MacOS"
79690,"Windows"
79693,"MacOS"
79701,"Linux-based"
79705,"Linux-based"
79718,"MacOS"
79723,"Linux-based"
79725,"MacOS"
79727,"Windows"
79738,"Linux-based"
79745,"MacOS"
79750,"MacOS"
79756,"Linux-based"
79758,"Windows"
79766,"MacOS"
79770,"Windows"
79771,"Linux-based"
79778,"Linux-based"
79781,"BSD"
79785,"Windows"
79789,"MacOS"
79792,"Windows"
79793,"Windows"
79794,"MacOS"
79796,"MacOS"
79797,"Windows"
79801,"Windows"
79808,"Windows"
79810,"Linux-based"
79814,"Windows"
79838,"MacOS"
79839,"MacOS"
79841,"Windows"
79843,"Windows"
79848,"Linux-based"
79849,NA
79860,"Windows"
79864,"Windows"
79870,"MacOS"
79872,"Linux-based"
79873,"MacOS"
79877,"Windows"
79880,"Linux-based"
79882,"Linux-based"
79884,"Linux-based"
79885,"Linux-based"
79887,"Windows"
79916,"MacOS"
79917,"Linux-based"
79918,"Linux-based"
79919,"Linux-based"
79924,"Windows"
79937,"Windows"
79947,"Linux-based"
79971,"MacOS"
79980,"MacOS"
79985,"Windows"
79998,"Linux-based"
80023,"MacOS"
80027,"Windows"
80028,"Linux-based"
80046,"Windows"
80050,"MacOS"
80063,"Windows"
80070,"Windows"
80076,"MacOS"
80080,"Linux-based"
80084,"Linux-based"
80086,"MacOS"
80092,"Windows"
80106,"Linux-based"
80115,"Windows"
80119,"Linux-based"
80125,"Windows"
80128,"Windows"
80135,"Windows"
80139,"Linux-based"
80141,"Windows"
80161,"Linux-based"
80165,"Windows"
80169,"Linux-based"
80174,"Windows"
80175,"Windows"
80177,"Linux-based"
80187,"Windows"
80194,"Linux-based"
80197,"Linux-based"
80216,"Linux-based"
80222,"Linux-based"
80223,"MacOS"
80225,"Linux-based"
80227,"Linux-based"
80233,"Windows"
80236,"Windows"
80252,"MacOS"
80254,"Windows"
80263,"Linux-based"
80283,"Windows"
80296,"Windows"
80297,"Windows"
80298,"MacOS"
80304,"MacOS"
80305,"Windows"
80310,"Windows"
80317,"MacOS"
80338,"Windows"
80353,"Linux-based"
80362,"Windows"
80363,"Linux-based"
80385,"Windows"
80386,"Windows"
80387,"Windows"
80388,"Windows"
80395,"Linux-based"
80399,"Windows"
80404,"MacOS"
80415,"Windows"
80423,"MacOS"
80428,"Windows"
80433,"Windows"
80446,"Windows"
80452,"Windows"
80471,"Linux-based"
80474,"MacOS"
80480,"MacOS"
80484,"Windows"
80485,"MacOS"
80489,"Windows"
80490,"MacOS"
80494,"MacOS"
80495,"Windows"
80501,"Windows"
80502,"Windows"
80511,"Linux-based"
80513,"Windows"
80523,"Windows"
80539,"Windows"
80549,"MacOS"
80551,"Linux-based"
80553,"Windows"
80554,"Windows"
80555,NA
80556,"MacOS"
80557,"Windows"
80561,"Linux-based"
80566,"Windows"
80579,"Windows"
80583,"MacOS"
80586,"Windows"
80589,"Windows"
80598,"MacOS"
80606,"Linux-based"
80610,"Windows"
80633,"Linux-based"
80647,"Windows"
80655,"Linux-based"
80659,"Windows"
80670,"Windows"
80676,"Linux-based"
