"Respondent","WebFrame1","WebFrame2","WebFrame3","WebFrame4","WebFrame5","WebFrame6","WebFrame7","WebFrame8","WebFrame9","WebFrame10","WebFrame11","WebFrame12"
71607,"Django","Express","Flask","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA
71622,"Angular/Angular.js","Django","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
71632,"Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71643,"Drupal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71650,"Django","Flask","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
71661,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71663,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71664,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71674,"ASP.NET","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71682,"Django","Drupal","Flask","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA,NA
71685,"Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71699,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71700,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71716,"Angular/Angular.js","Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
71719,"Angular/Angular.js","Django","Drupal","jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA
71728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71729,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71730,"Angular/Angular.js","Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
71733,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71734,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71742,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
71746,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71747,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71757,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71766,"Django","Ruby on Rails","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
71780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71790,"Express","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71791,"Angular/Angular.js","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
71792,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71809,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71815,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71838,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71841,"Django","Express","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA
71846,"ASP.NET","Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
71851,"Angular/Angular.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71852,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71853,"Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71854,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71860,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71870,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71871,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71878,"Angular/Angular.js","Express","jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA
71902,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71915,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71931,"Angular/Angular.js","Flask","jQuery","Laravel","React.js","Vue.js",NA,NA,NA,NA,NA,NA
71941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71943,"Angular/Angular.js","Express","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA
71949,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71982,"Flask","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
71988,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71995,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72026,"Drupal","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
72039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72063,"Drupal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72068,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72077,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72083,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72092,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72112,"Django","jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
72124,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72137,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
72138,"jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
72139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72141,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72155,"Angular/Angular.js","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
72160,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72173,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72182,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72184,"Angular/Angular.js","ASP.NET","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA
72195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72209,"ASP.NET","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72217,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72252,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72256,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72267,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72273,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72280,"Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72285,"Angular/Angular.js","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72311,"Angular/Angular.js","ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72314,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72318,"jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72321,"ASP.NET","jQuery","Spring","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
72327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72333,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72344,"Flask","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
72345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72351,"Angular/Angular.js","Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72356,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72362,"Angular/Angular.js","ASP.NET","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
72372,"Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72380,"Angular/Angular.js","jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA
72383,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72384,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72393,"Flask","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
72399,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72402,"React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72406,"jQuery","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
72408,"Angular/Angular.js","Express","Flask","jQuery","React.js","Vue.js","Other(s):",NA,NA,NA,NA,NA
72411,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72414,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
72421,"jQuery","Laravel","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
72422,"Angular/Angular.js","Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72466,"Flask","jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA
72475,"jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72501,"Angular/Angular.js","Django","Express","jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA
72503,"ASP.NET","Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
72507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72509,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72515,"Spring","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72548,"Angular/Angular.js","Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72550,"Angular/Angular.js","Express","jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA,NA
72552,"Angular/Angular.js","jQuery","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
72564,"Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72565,"Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72579,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72589,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72591,"Angular/Angular.js","ASP.NET","Express","jQuery","React.js","Spring","Vue.js",NA,NA,NA,NA,NA
72596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72597,"ASP.NET","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
72603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72607,"Angular/Angular.js","Flask","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
72610,"Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72613,"ASP.NET","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
72623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72631,"Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72641,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72667,"jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72684,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72698,"Angular/Angular.js","ASP.NET","Express","Laravel","React.js","Ruby on Rails","Vue.js","Other(s):",NA,NA,NA,NA
72702,"ASP.NET","jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
72705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72726,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72729,"ASP.NET","Express","Flask","jQuery","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA
72735,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72762,"Flask","jQuery","React.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA
72765,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72797,"ASP.NET","Vue.js","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
72804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72834,"Angular/Angular.js","ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
72835,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72860,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72866,"Flask","jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA,NA,NA
72879,"jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72890,"Angular/Angular.js","Express","React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA
72892,"Angular/Angular.js","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72907,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72935,"jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72936,"Django","Flask","Laravel",NA,NA,NA,NA,NA,NA,NA,NA,NA
72937,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72940,"Angular/Angular.js","ASP.NET","Express","jQuery","Laravel","React.js","Ruby on Rails","Spring","Vue.js",NA,NA,NA
72945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72952,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72957,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72973,"Angular/Angular.js","Django","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
73000,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73004,"ASP.NET","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
73008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73016,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
73029,"Angular/Angular.js","Express","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA
73033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73037,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
73038,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73042,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73043,"Angular/Angular.js","Express","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
73045,"Angular/Angular.js","Django","Flask","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA
73046,"Django","Flask","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
73051,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73065,"Angular/Angular.js","ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
73073,"ASP.NET","Django","Express","React.js",NA,NA,NA,NA,NA,NA,NA,NA
73077,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73079,"Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73082,"jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
73084,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73099,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73106,"jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73108,"jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73110,"Express","React.js","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
73121,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73126,"Express","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
73131,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73153,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73162,"ASP.NET","Express","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA
73164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73167,"Django","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
73171,"ASP.NET","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA
73173,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73183,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73190,"Angular/Angular.js","ASP.NET","Django","Drupal","Express","Flask","jQuery","Laravel","React.js","Ruby on Rails","Vue.js",NA
73193,"Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73203,"jQuery","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73210,"Django","Drupal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73215,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73221,"jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73227,"Angular/Angular.js","Express","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA
73231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73267,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73285,"jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73297,"Django","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73304,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73305,"Flask","jQuery","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
73310,"Angular/Angular.js","ASP.NET","jQuery","React.js",NA,NA,NA,NA,NA,NA,NA,NA
73311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73318,"Django","jQuery","Laravel","Spring",NA,NA,NA,NA,NA,NA,NA,NA
73322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73332,"jQuery","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73333,"Express","jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA,NA,NA
73344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73346,"Express",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73347,"ASP.NET","Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
73349,"ASP.NET","Django","Flask","jQuery","React.js","Spring",NA,NA,NA,NA,NA,NA
73373,"Angular/Angular.js","ASP.NET","Express","jQuery",NA,NA,NA,NA,NA,NA,NA,NA
73381,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73387,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73400,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73420,"Express","Flask","Spring","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA
73422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73427,"Angular/Angular.js","ASP.NET","Django","Express","jQuery","React.js","Vue.js",NA,NA,NA,NA,NA
73429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73432,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73436,"Flask","Laravel","Vue.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
73447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73449,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73452,"Angular/Angular.js","Django","Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA
73457,"Angular/Angular.js","ASP.NET","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA
73458,"Angular/Angular.js","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73460,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73461,"Angular/Angular.js","Spring","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA
73463,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73464,"React.js","Ruby on Rails",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73470,"Flask",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73474,"Angular/Angular.js","ASP.NET","Django","Drupal","Express","Flask","jQuery","Laravel","React.js","Spring","Vue.js",NA
73477,"jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73478,"Django","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73493,"Angular/Angular.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73494,"ASP.NET","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73510,"Django",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73517,"Flask","Other(s):",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73525,"ASP.NET",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73543,"React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73549,"Angular/Angular.js","Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
73556,"Angular/Angular.js","Express","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA
73557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73576,"Angular/Angular.js","Drupal","jQuery","Spring",NA,NA,NA,NA,NA,NA,NA,NA
73578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73586,"Flask","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73587,"jQuery","Laravel","React.js",NA,NA,NA,NA,NA,NA,NA,NA,NA
73588,"Angular/Angular.js","Flask","jQuery",NA,NA,NA,NA,NA,NA,NA,NA,NA
73597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
