"Respondent","Age","Gender","Ethnicity","Country","UndergradMajor","JobSat"
79154,NA,"Man","Native American, Pacific Islander, or Indigenous Australian;White or of European descent","United States","A business discipline (ex. accounting, finance, marketing)","Very satisfied"
79157,28,"Man",NA,"Belgium","Another engineering discipline (ex. civil, electrical, mechanical)","Very satisfied"
79163,23,"Man","Middle Eastern","Iran","Computer science, computer engineering, or software engineering","Very satisfied"
79176,37,"Man","South Asian","United States","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
79182,28,"Man","Hispanic or Latino/Latina","Mexico","Computer science, computer engineering, or software engineering","Slightly satisfied"
79190,30,"Man","White or of European descent","Poland","Computer science, computer engineering, or software engineering","Very satisfied"
79192,25,"Man","South Asian","India","Computer science, computer engineering, or software engineering",NA
79196,25,"Man","White or of European descent","Sweden","Mathematics or statistics","Slightly dissatisfied"
79216,40,"Man","White or of European descent","United Kingdom","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
79220,32,"Man","White or of European descent","South Africa","Information systems, information technology, or system administration","Slightly satisfied"
79242,21,"Man","Black or of African descent","United States",NA,NA
79251,27,"Woman","White or of European descent","United Kingdom","A natural science (ex. biology, chemistry, physics)","Very satisfied"
79254,31,"Man","White or of European descent","Russian Federation","A natural science (ex. biology, chemistry, physics)","Slightly satisfied"
79255,30,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Very satisfied"
79268,NA,"Woman",NA,"Canada","I never declared a major","Very satisfied"
79271,26,"Man","White or of European descent","Germany",NA,"Slightly dissatisfied"
79301,NA,"Non-binary, genderqueer, or gender non-conforming","White or of European descent","Denmark","A health science (ex. nursing, pharmacy, radiology)","Neither satisfied nor dissatisfied"
79303,27,"Man","Middle Eastern","Iran","Information systems, information technology, or system administration","Slightly dissatisfied"
79306,33,"Non-binary, genderqueer, or gender non-conforming","Native American, Pacific Islander, or Indigenous Australian;White or of European descent","Switzerland","A natural science (ex. biology, chemistry, physics)",NA
79312,23,"Man",NA,"India","Web development or web design",NA
79327,40,"Man","White or of European descent","Uruguay","Computer science, computer engineering, or software engineering","Very satisfied"
79333,21,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering",NA
79335,24,"Man","White or of European descent","United States","A social science (ex. anthropology, psychology, political science)","Slightly satisfied"
79340,43,"Woman","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
79345,34,"Man","White or of European descent","Israel","A natural science (ex. biology, chemistry, physics)","Very dissatisfied"
79361,26,"Man",NA,"India","Computer science, computer engineering, or software engineering","Slightly satisfied"
79362,28,NA,"Native American, Pacific Islander, or Indigenous Australian","United States","A social science (ex. anthropology, psychology, political science)","Slightly dissatisfied"
79366,27,"Man","White or of European descent","Netherlands","Computer science, computer engineering, or software engineering","Slightly satisfied"
79367,24,"Man","Black or of African descent","Uganda","Another engineering discipline (ex. civil, electrical, mechanical)","Neither satisfied nor dissatisfied"
79374,34,"Man","White or of European descent","Greece","Another engineering discipline (ex. civil, electrical, mechanical)",NA
79376,NA,"Man",NA,"India","Computer science, computer engineering, or software engineering","Very dissatisfied"
79385,32,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
79386,23,"Man","Hispanic or Latino/Latina","Spain","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
79393,25,"Man","South Asian","India","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
79396,NA,"Man","East Asian","South Korea","Computer science, computer engineering, or software engineering",NA
79404,17,"Man","White or of European descent","United States",NA,NA
79409,50,"Man","White or of European descent","United Kingdom",NA,"Slightly dissatisfied"
79420,50,"Man","White or of European descent","United States","Fine arts or performing arts (ex. graphic design, music, studio art)","Very satisfied"
79431,63,"Man","White or of European descent","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
79445,27,"Man",NA,"Indonesia","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
79446,26,"Man","White or of European descent","Czech Republic","Computer science, computer engineering, or software engineering","Very satisfied"
79456,NA,"Man","East Asian","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Very satisfied"
79459,21,"Man","White or of European descent","France","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
79473,NA,"Man","South Asian","Pakistan","Computer science, computer engineering, or software engineering",NA
79476,33,"Man","South Asian","Sweden","Computer science, computer engineering, or software engineering","Very satisfied"
79479,21,"Man","South Asian","United States","Computer science, computer engineering, or software engineering","Very satisfied"
79483,39,"Man","White or of European descent","Poland","Information systems, information technology, or system administration","Slightly dissatisfied"
79487,27,"Woman",NA,"Belgium","Computer science, computer engineering, or software engineering","Slightly satisfied"
79493,NA,"Man","East Asian","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
79502,35,"Man","White or of European descent","United States","I never declared a major","Very satisfied"
79504,23,"Man","South Asian","United States","Computer science, computer engineering, or software engineering",NA
79508,29,"Man","South Asian;White or of European descent;Multiracial","United States","Computer science, computer engineering, or software engineering","Very satisfied"
79512,24,"Man","South Asian","United States","Computer science, computer engineering, or software engineering","Very satisfied"
79522,27,"Man","White or of European descent","Italy","Mathematics or statistics","Very satisfied"
79523,25,"Man","White or of European descent","Italy","Computer science, computer engineering, or software engineering","Slightly satisfied"
79525,47,"Man;Non-binary, genderqueer, or gender non-conforming","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
79526,21,"Man","White or of European descent","Belarus","A business discipline (ex. accounting, finance, marketing)","Slightly satisfied"
79532,36,"Man","White or of European descent","United Kingdom","Mathematics or statistics",NA
79533,26,"Man","East Asian;South Asian","Bangladesh","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
79540,23,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering",NA
79551,25,"Man","White or of European descent","United States","A natural science (ex. biology, chemistry, physics)","Very satisfied"
79554,30,"Man","White or of European descent","France","Mathematics or statistics","Slightly satisfied"
79559,35,"Man","White or of European descent","Romania","Information systems, information technology, or system administration","Very dissatisfied"
79560,23,"Man","White or of European descent","United Kingdom","Computer science, computer engineering, or software engineering","Slightly satisfied"
79562,31,"Man","White or of European descent","France","A natural science (ex. biology, chemistry, physics)",NA
79563,28,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Very satisfied"
79585,34,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
79586,23,"Woman;Man",NA,"Bangladesh","Web development or web design",NA
79593,45,"Man","East Asian","United States","Information systems, information technology, or system administration","Slightly satisfied"
79595,31,NA,"White or of European descent","Germany","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
79596,40,"Man","White or of European descent","Canada",NA,"Slightly satisfied"
79602,41,"Man","Hispanic or Latino/Latina;White or of European descent","Spain","Computer science, computer engineering, or software engineering","Slightly satisfied"
79623,65,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Very satisfied"
79627,36,"Man","South Asian","South Korea","Computer science, computer engineering, or software engineering","Slightly satisfied"
79629,NA,"Man","White or of European descent","United Kingdom","Computer science, computer engineering, or software engineering","Slightly satisfied"
79640,33,"Man",NA,"Azerbaijan","Computer science, computer engineering, or software engineering","Very dissatisfied"
79644,63,"Man","White or of European descent","Australia","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
79652,27,"Man","White or of European descent","Canada","Computer science, computer engineering, or software engineering",NA
79663,NA,"Man","White or of European descent","Denmark",NA,NA
79665,28,"Man",NA,"Germany","Computer science, computer engineering, or software engineering","Slightly satisfied"
79666,36,"Man",NA,"Italy","Computer science, computer engineering, or software engineering","Very satisfied"
79674,21,"Man","White or of European descent","Russian Federation",NA,NA
79686,NA,NA,NA,"Germany","Computer science, computer engineering, or software engineering",NA
79688,47,"Man","White or of European descent","Slovakia","Computer science, computer engineering, or software engineering",NA
79690,35,"Man","White or of European descent","United States","Information systems, information technology, or system administration","Very satisfied"
79693,16,"Non-binary, genderqueer, or gender non-conforming",NA,"India","Computer science, computer engineering, or software engineering",NA
79701,21,"Man","White or of European descent","United States","A natural science (ex. biology, chemistry, physics)","Slightly satisfied"
79705,25,"Man","White or of European descent","United States","Mathematics or statistics","Very satisfied"
79718,53,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
79723,21,"Man","Hispanic or Latino/Latina","Brazil","Computer science, computer engineering, or software engineering","Slightly satisfied"
79725,24,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
79727,32,"Woman","White or of European descent","United States","A social science (ex. anthropology, psychology, political science)","Slightly dissatisfied"
79738,29,"Man","South Asian","United States","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
79745,27,"Man","Middle Eastern;White or of European descent","Turkey","Computer science, computer engineering, or software engineering","Very satisfied"
79750,32,"Man","Multiracial","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
79756,50,"Man","White or of European descent","Netherlands","Computer science, computer engineering, or software engineering","Very dissatisfied"
79758,24,"Man","White or of European descent","Poland","Computer science, computer engineering, or software engineering","Very dissatisfied"
79766,34,"Man","Middle Eastern","Israel","Computer science, computer engineering, or software engineering","Very satisfied"
79770,38,"Man","Middle Eastern","Algeria","Computer science, computer engineering, or software engineering",NA
79771,44,"Man","White or of European descent","France","Mathematics or statistics","Slightly dissatisfied"
79778,30,"Man","East Asian","Philippines","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
79781,28,"Man","South Asian;Multiracial","Malaysia",NA,"Slightly dissatisfied"
79785,56,"Man",NA,"United Kingdom",NA,NA
79789,27,"Man","White or of European descent","Switzerland",NA,"Slightly satisfied"
79792,30,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very dissatisfied"
79793,31,"Woman","White or of European descent","France","Mathematics or statistics","Slightly dissatisfied"
79794,31,"Man","East Asian;Biracial","Japan","A natural science (ex. biology, chemistry, physics)","Neither satisfied nor dissatisfied"
79796,18,"Non-binary, genderqueer, or gender non-conforming","White or of European descent","United States","Computer science, computer engineering, or software engineering",NA
79797,NA,"Man","White or of European descent","United States","A natural science (ex. biology, chemistry, physics)","Slightly satisfied"
79801,41,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Slightly satisfied"
79808,26,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
79810,28,"Man","White or of European descent","Netherlands","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
79814,NA,"Man",NA,"Israel","Mathematics or statistics","Very satisfied"
79838,25,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Very satisfied"
79839,26,"Man","White or of European descent","United States","Information systems, information technology, or system administration","Very satisfied"
79841,31,"Man","White or of European descent","France","Mathematics or statistics","Very satisfied"
79843,46,"Man","White or of European descent","Australia","I never declared a major","Neither satisfied nor dissatisfied"
79848,53,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
79849,42,"Man","South Asian","India","Computer science, computer engineering, or software engineering","Slightly satisfied"
79860,43,"Man","Middle Eastern;White or of European descent;Biracial","Israel",NA,NA
79864,33,"Man","White or of European descent","Canada","Computer science, computer engineering, or software engineering","Slightly satisfied"
79870,29,"Man","White or of European descent","United States",NA,"Slightly dissatisfied"
79872,21,"Man",NA,"India","Computer science, computer engineering, or software engineering","Slightly satisfied"
79873,NA,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering",NA
79877,26,"Man",NA,"India","Web development or web design","Slightly satisfied"
79880,26,"Man","South Asian","Turkey","Computer science, computer engineering, or software engineering","Slightly satisfied"
79882,25,NA,"South Asian","India","Computer science, computer engineering, or software engineering","Very satisfied"
79884,29,"Man",NA,"Israel","Computer science, computer engineering, or software engineering","Slightly satisfied"
79885,NA,"Woman","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
79887,23,"Man",NA,"India","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
79916,42,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very dissatisfied"
79917,29,"Woman","White or of European descent","Czech Republic","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
79918,23,"Man","White or of European descent","Germany","A natural science (ex. biology, chemistry, physics)","Very satisfied"
79919,30,"Man","White or of European descent","Austria","Computer science, computer engineering, or software engineering","Very satisfied"
79924,29,"Man","White or of European descent","Spain","Another engineering discipline (ex. civil, electrical, mechanical)","Very satisfied"
79937,28,"Man","Hispanic or Latino/Latina","Argentina","Information systems, information technology, or system administration","Slightly satisfied"
79947,25,"Man","White or of European descent","Canada","Computer science, computer engineering, or software engineering","Very satisfied"
79971,26,"Man","White or of European descent","Poland","Computer science, computer engineering, or software engineering","Very satisfied"
79980,30,"Man","East Asian","India","Computer science, computer engineering, or software engineering",NA
79985,26,"Man","White or of European descent","Italy","Computer science, computer engineering, or software engineering","Slightly satisfied"
79998,28,"Man","Black or of African descent;Hispanic or Latino/Latina;Multiracial","Brazil","A humanities discipline (ex. literature, history, philosophy)","Very satisfied"
80023,27,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80027,30,"Man","White or of European descent","United States","A business discipline (ex. accounting, finance, marketing)","Very satisfied"
80028,25,"Man","South Asian","Nepal","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly dissatisfied"
80046,NA,"Man","White or of European descent","United Kingdom","Computer science, computer engineering, or software engineering","Very satisfied"
80050,31,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80063,36,"Man","White or of European descent","United States","Mathematics or statistics",NA
80070,28,"Man","White or of European descent","Peru","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80076,33,"Man","White or of European descent","United States","A natural science (ex. biology, chemistry, physics)","Slightly satisfied"
80080,47,"Man",NA,"Thailand","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80084,26,"Man",NA,"Brazil","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80086,21,"Man",NA,"Turkey","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80092,39,"Man","White or of European descent","Germany",NA,"Slightly satisfied"
80106,32,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80115,39,"Man","White or of European descent","Italy","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80119,21,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Slightly satisfied"
80125,28,"Man","South Asian","Pakistan","Computer science, computer engineering, or software engineering","Very satisfied"
80128,57,"Man","White or of European descent","United States",NA,"Very satisfied"
80135,20,"Man","White or of European descent","United Kingdom","I never declared a major",NA
80139,30,"Man","Hispanic or Latino/Latina;Multiracial","Germany","Computer science, computer engineering, or software engineering",NA
80141,39,"Man","White or of European descent","Australia","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80161,47,"Man",NA,"Russian Federation","Another engineering discipline (ex. civil, electrical, mechanical)","Neither satisfied nor dissatisfied"
80165,43,"Man","White or of European descent","Austria","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly dissatisfied"
80169,55,"Man","White or of European descent","Sweden","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80174,54,"Man","South Asian","Germany","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly dissatisfied"
80175,26,"Man","White or of European descent","France","Computer science, computer engineering, or software engineering","Very satisfied"
80177,NA,"Man","White or of European descent","United States","Mathematics or statistics","Neither satisfied nor dissatisfied"
80187,27,"Man","White or of European descent","Germany","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
80194,NA,"Man","East Asian","Hong Kong (S.A.R.)","Mathematics or statistics","Slightly dissatisfied"
80197,22,"Man","South Asian","India","Computer science, computer engineering, or software engineering","Slightly satisfied"
80216,24,"Man","South Asian","India","Computer science, computer engineering, or software engineering","Slightly satisfied"
80222,54,"Man",NA,"India","A natural science (ex. biology, chemistry, physics)","Neither satisfied nor dissatisfied"
80223,31,"Man","East Asian","China","Mathematics or statistics","Very dissatisfied"
80225,25,"Man","White or of European descent","Spain","Mathematics or statistics","Slightly satisfied"
80227,28,"Man","White or of European descent","Netherlands","Mathematics or statistics","Very satisfied"
80233,26,"Woman","White or of European descent","Germany","Computer science, computer engineering, or software engineering",NA
80236,29,"Man","South Asian","India","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80252,24,"Woman;Man",NA,"Pakistan","Computer science, computer engineering, or software engineering","Slightly satisfied"
80254,59,"Man","White or of European descent","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Very satisfied"
80263,30,"Man","White or of European descent","United States","Mathematics or statistics","Slightly dissatisfied"
80283,42,"Man","White or of European descent","Poland","A natural science (ex. biology, chemistry, physics)","Neither satisfied nor dissatisfied"
80296,22,"Man",NA,"Indonesia","Computer science, computer engineering, or software engineering",NA
80297,26,"Man","White or of European descent","Canada","Mathematics or statistics","Slightly satisfied"
80298,23,"Man","White or of European descent","Australia","Another engineering discipline (ex. civil, electrical, mechanical)","Very satisfied"
80304,28,"Woman","White or of European descent","Viet Nam","A natural science (ex. biology, chemistry, physics)","Very satisfied"
80305,30,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very dissatisfied"
80310,20,"Man","Black or of African descent","Nigeria",NA,NA
80317,25,"Man",NA,"Nepal","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80338,24,"Man","East Asian","Hong Kong (S.A.R.)","A natural science (ex. biology, chemistry, physics)","Slightly satisfied"
80353,45,"Man","White or of European descent","Italy","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly dissatisfied"
80362,44,"Man","Black or of African descent;Hispanic or Latino/Latina;Native American, Pacific Islander, or Indigenous Australian;White or of European descent;Multiracial","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80363,32,"Man","Hispanic or Latino/Latina","Australia","Computer science, computer engineering, or software engineering","Very dissatisfied"
80385,30,"Man","White or of European descent","Germany","Information systems, information technology, or system administration","Slightly dissatisfied"
80386,29,"Man","White or of European descent","Bulgaria","A business discipline (ex. accounting, finance, marketing)","Very satisfied"
80387,21,"Man","South Asian","Canada",NA,"Very satisfied"
80388,24,"Man",NA,"Viet Nam","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80395,29,"Man","White or of European descent","United Kingdom","A humanities discipline (ex. literature, history, philosophy)","Neither satisfied nor dissatisfied"
80399,25,"Man","White or of European descent","Slovenia","Computer science, computer engineering, or software engineering","Slightly satisfied"
80404,34,"Man","Hispanic or Latino/Latina;White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80415,34,"Man","South Asian","India","A natural science (ex. biology, chemistry, physics)","Slightly dissatisfied"
80423,26,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80428,33,"Man","White or of European descent","Austria",NA,"Very dissatisfied"
80433,25,"Man","White or of European descent","Georgia","Mathematics or statistics","Neither satisfied nor dissatisfied"
80446,NA,"Man",NA,"Cambodia","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80452,24,"Woman","White or of European descent","Venezuela, Bolivarian Republic of...","Computer science, computer engineering, or software engineering","Slightly satisfied"
80471,36,"Man","White or of European descent","Germany","Mathematics or statistics","Slightly satisfied"
80474,33,"Man","Hispanic or Latino/Latina","Portugal","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80480,26,"Man","East Asian;Middle Eastern","Iran","Computer science, computer engineering, or software engineering","Very satisfied"
80484,29,"Man","South Asian","United States","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80485,23,"Man","White or of European descent","United Kingdom","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80489,22,"Man",NA,"India","Information systems, information technology, or system administration",NA
80490,45,"Man","White or of European descent","Switzerland","A business discipline (ex. accounting, finance, marketing)","Very satisfied"
80494,32,"Man",NA,"Turkey","Computer science, computer engineering, or software engineering","Slightly satisfied"
80495,NA,NA,NA,"South Korea","Mathematics or statistics","Neither satisfied nor dissatisfied"
80501,30,"Man","White or of European descent","United States","Information systems, information technology, or system administration","Very dissatisfied"
80502,NA,"Man",NA,"Poland",NA,NA
80511,29,"Man","Hispanic or Latino/Latina","Chile","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly dissatisfied"
80513,22,"Woman","White or of European descent","Albania","Information systems, information technology, or system administration","Slightly satisfied"
80523,NA,NA,NA,"India","Computer science, computer engineering, or software engineering","Slightly satisfied"
80539,25,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80549,27,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80551,46,"Woman;Non-binary, genderqueer, or gender non-conforming","White or of European descent","Germany","A natural science (ex. biology, chemistry, physics)","Slightly dissatisfied"
80553,33,"Man","East Asian;White or of European descent;Multiracial","Thailand","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80554,NA,"Man","White or of European descent","Sweden","A natural science (ex. biology, chemistry, physics)","Slightly satisfied"
80555,34,"Woman",NA,"United States","Mathematics or statistics","Very satisfied"
80556,25,"Man","South Asian","India","Computer science, computer engineering, or software engineering","Slightly satisfied"
80557,27,"Man","Hispanic or Latino/Latina","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80561,30,"Man",NA,"Iran","A natural science (ex. biology, chemistry, physics)",NA
80566,32,"Man","White or of European descent","Canada","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly dissatisfied"
80579,43,"Man","South Asian","South Africa","Another engineering discipline (ex. civil, electrical, mechanical)","Very satisfied"
80583,NA,"Man","Hispanic or Latino/Latina;White or of European descent;Biracial","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80586,27,"Woman","White or of European descent","United Kingdom","A business discipline (ex. accounting, finance, marketing)","Slightly satisfied"
80589,NA,"Man","White or of European descent","United States","A natural science (ex. biology, chemistry, physics)","Neither satisfied nor dissatisfied"
80598,NA,"Man","Biracial","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
80606,35,"Man","White or of European descent","United States","A natural science (ex. biology, chemistry, physics)","Very dissatisfied"
80610,34,"Man","White or of European descent","Sweden","Computer science, computer engineering, or software engineering","Slightly satisfied"
80633,65,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80647,27,"Man","White or of European descent","United States","Information systems, information technology, or system administration","Very satisfied"
80655,NA,"Man","South Asian","United States","A natural science (ex. biology, chemistry, physics)","Slightly satisfied"
80659,36,"Man","White or of European descent","Switzerland","Information systems, information technology, or system administration","Slightly dissatisfied"
80670,25,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
80676,25,"Man","East Asian","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
80681,26,"Man",NA,"United States","A natural science (ex. biology, chemistry, physics)",NA
80684,65,"Man","White or of European descent","United States","Mathematics or statistics","Very satisfied"
80691,40,"Man",NA,"Thailand","Fine arts or performing arts (ex. graphic design, music, studio art)","Slightly dissatisfied"
80693,49,"Man","White or of European descent","Australia","A natural science (ex. biology, chemistry, physics)","Very dissatisfied"
80694,45,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80698,16,"Man","Middle Eastern","Israel","Computer science, computer engineering, or software engineering",NA
80706,32,"Man",NA,"Turkey","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80708,27,"Man","Middle Eastern","Iran","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80711,20,"Man","White or of European descent","Armenia",NA,"Very dissatisfied"
80722,29,"Man","White or of European descent","Spain","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80727,39,"Man","Hispanic or Latino/Latina","Spain","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80728,NA,"Man","Multiracial","Ukraine",NA,"Very dissatisfied"
80733,38,"Man","White or of European descent","Switzerland","Another engineering discipline (ex. civil, electrical, mechanical)","Neither satisfied nor dissatisfied"
80740,43,"Man",NA,"United States","Computer science, computer engineering, or software engineering","Neither satisfied nor dissatisfied"
80756,36,"Man","White or of European descent;Multiracial","United States","Web development or web design","Very satisfied"
80761,35,"Man","White or of European descent","South Africa","Computer science, computer engineering, or software engineering","Very satisfied"
80766,40,"Man","Hispanic or Latino/Latina","Colombia","Web development or web design",NA
80772,34,"Man","White or of European descent","Germany","Computer science, computer engineering, or software engineering","Slightly satisfied"
80774,49,"Man",NA,"Israel","Computer science, computer engineering, or software engineering","Very satisfied"
80777,26,"Man","White or of European descent","France","Computer science, computer engineering, or software engineering","Very satisfied"
80780,26,"Man","Middle Eastern","Iran","Computer science, computer engineering, or software engineering",NA
80790,NA,"Man","Middle Eastern","Saudi Arabia",NA,"Very dissatisfied"
80791,29,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80802,35,"Man","Middle Eastern;White or of European descent","Singapore","Computer science, computer engineering, or software engineering","Slightly satisfied"
80808,28,"Woman","White or of European descent","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Very dissatisfied"
80817,35,"Man","White or of European descent","Germany","A natural science (ex. biology, chemistry, physics)",NA
80818,34,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
80819,24,"Man","White or of European descent","Croatia","Computer science, computer engineering, or software engineering","Very satisfied"
80820,23,"Man",NA,"United Kingdom","Mathematics or statistics","Neither satisfied nor dissatisfied"
80837,25,"Man","White or of European descent","Ireland","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80839,29,"Man","White or of European descent","Canada","A natural science (ex. biology, chemistry, physics)","Slightly satisfied"
80843,31,"Man","White or of European descent","Bulgaria","Computer science, computer engineering, or software engineering","Slightly satisfied"
80845,33,"Non-binary, genderqueer, or gender non-conforming","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80850,38,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Very satisfied"
80857,NA,"Man","South Asian","United States","Information systems, information technology, or system administration","Very dissatisfied"
80860,27,"Man",NA,"India","Computer science, computer engineering, or software engineering","Slightly satisfied"
80875,25,"Man","White or of European descent","Germany","Another engineering discipline (ex. civil, electrical, mechanical)","Neither satisfied nor dissatisfied"
80882,23,"Man",NA,"India","Computer science, computer engineering, or software engineering","Very dissatisfied"
80884,27,"Man","White or of European descent","Australia","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80885,40,"Woman","White or of European descent","United Kingdom","Mathematics or statistics","Very satisfied"
80886,26,"Man","White or of European descent","United Kingdom","I never declared a major","Slightly satisfied"
80902,28,"Woman","White or of European descent","United States","A natural science (ex. biology, chemistry, physics)","Very satisfied"
80906,49,"Man","White or of European descent","United States","Computer science, computer engineering, or software engineering","Slightly satisfied"
80907,23,"Man","White or of European descent","United States","Another engineering discipline (ex. civil, electrical, mechanical)","Slightly satisfied"
80913,33,"Man",NA,"United States","A natural science (ex. biology, chemistry, physics)","Very satisfied"
80933,37,"Man","White or of European descent","South Africa","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80936,43,"Man","East Asian","Lithuania","Another engineering discipline (ex. civil, electrical, mechanical)",NA
80941,22,"Man",NA,"Indonesia","Information systems, information technology, or system administration",NA
80945,57,"Man","White or of European descent","Italy","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80950,33,"Man","White or of European descent","Ukraine","Information systems, information technology, or system administration",NA
80955,35,"Man","White or of European descent","United States","A business discipline (ex. accounting, finance, marketing)","Neither satisfied nor dissatisfied"
80956,21,"Man","White or of European descent","Canada","Computer science, computer engineering, or software engineering","Slightly satisfied"
80965,21,"Man","South Asian","India","Computer science, computer engineering, or software engineering","Slightly dissatisfied"
80969,21,"Man","South Asian","India","Computer science, computer engineering, or software engineering","Very satisfied"
